demand_id,buyer_id,buyer_type,buyer_name,commodity,required_quantity_quintal,required_quality,max_moisture_percent,offered_price_rs_per_quintal,payment_terms,delivery_location,requirement_window_days,verification_status,data_status
D0832,B0024,Exporter,Bhilwara Exporter Buyer 23,Wheat,100,FAQ,9.7,2360,Immediate UPI/RTGS,Bhilwara,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0833,B0046,Wholesale,Ajmer Wholesale Buyer 78,Gram,100,FAQ,7.9,5880,30% advance + balance on delivery,Ajmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0834,B0102,Retail Chain,Nagaur Retail Chain Buyer 49,Gram,50,FAQ,8.4,5720,T+7 days,Nagaur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0835,B0196,Exporter,Nagaur Exporter Buyer 49,Bajra,500,Clean,11.6,2120,T+3 days,Nagaur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0836,B0073,FPO,Bharatpur FPO Buyer 49,Bajra,150,Clean,9.2,2680,T+1 day,Bharatpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0837,B0129,Exporter,Ajmer Exporter Buyer 48,Maize,25,Grade A,12.2,1910,T+7 days,Ajmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0838,B0105,FPO,Bikaner FPO Buyer 5,Garlic,1000,Medium,68.2,5720,30% advance + balance on delivery,Bikaner,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0839,B0131,Retail Chain,Bharatpur Retail Chain Buyer 63,Garlic,2000,Export,69.1,8560,Payment after quality acceptance,Bharatpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0840,B0209,Processor,Chittorgarh Processor Buyer 47,Garlic,500,Export,69.1,5350,Immediate UPI/RTGS,Chittorgarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0841,B0066,Institutional,Udaipur Institutional Buyer 32,Gram,1500,FAQ,7.0,5170,Immediate UPI/RTGS,Udaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0842,B0049,Wholesale,Chittorgarh Wholesale Buyer 55,Garlic,50,Medium,69.5,10300,T+3 days,Chittorgarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0843,B0187,FPO,Udaipur FPO Buyer 12,Garlic,300,Medium,68.9,12700,T+3 days,Udaipur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0844,B0179,Processor,Chittorgarh Processor Buyer 40,Gram,2000,FAQ,10.0,5810,T+7 days,Chittorgarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0845,B0168,Wholesale,Barmer Wholesale Buyer 37,Mustard,750,Bold Seed,5.5,6260,T+3 days,Barmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0846,B0146,Processor,Bikaner Processor Buyer 28,Maize,50,FAQ,11.6,2470,Payment after quality acceptance,Bikaner,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0847,B0160,Retail Chain,Hanumangarh Retail Chain Buyer 14,Gram,500,FAQ,7.2,6400,Immediate UPI/RTGS,Hanumangarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0848,B0123,FPO,Kota FPO Buyer 63,Gram,1000,FAQ,7.0,5400,T+3 days,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0849,B0155,Processor,Kota Processor Buyer 67,Wheat,25,Grade A,11.8,2680,T+7 days,Kota,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0850,B0210,FPO,Sikar FPO Buyer 31,Garlic,200,Large,69.0,8220,T+7 days,Sikar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0851,B0117,FPO,Nagaur FPO Buyer 52,Onion,50,Large,74.5,1200,T+1 day,Nagaur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0852,B0116,Wholesale,Chittorgarh Wholesale Buyer 80,Gram,100,Grade A,8.5,5740,Payment after quality acceptance,Chittorgarh,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0853,B0189,Wholesale,Jaipur Wholesale Buyer 42,Onion,25,Large,73.3,3260,30% advance + balance on delivery,Jaipur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0854,B0188,Institutional,Sikar Institutional Buyer 50,Mustard,500,Bold Seed,6.8,5450,Payment after quality acceptance,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0855,B0120,Retail Chain,Bikaner Retail Chain Buyer 22,Bajra,150,Clean,11.9,2800,T+7 days,Bikaner,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0856,B0028,Processor,Alwar Processor Buyer 56,Maize,1500,FAQ,11.5,2010,T+3 days,Alwar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0857,B0171,FPO,Chittorgarh FPO Buyer 18,Maize,500,Grade A,11.3,2050,Payment after quality acceptance,Chittorgarh,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0858,B0168,FPO,Bhilwara FPO Buyer 72,Mustard,2000,Bold Seed,7.4,6170,T+1 day,Bhilwara,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0859,B0049,Processor,Kota Processor Buyer 15,Gram,200,Grade A,7.4,6310,T+3 days,Kota,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0860,B0109,Wholesale,Jaipur Wholesale Buyer 41,Gram,100,Grade A,9.4,5790,T+1 day,Jaipur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0861,B0038,Processor,Sri Ganganagar Processor Buyer 38,Mustard,500,FAQ,6.5,6000,T+7 days,Sri Ganganagar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0862,B0154,Wholesale,Chittorgarh Wholesale Buyer 41,Bajra,2000,Clean,10.5,2140,Payment after quality acceptance,Chittorgarh,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0863,B0181,Retail Chain,Bhilwara Retail Chain Buyer 49,Tomato,500,A,89.9,2290,T+3 days,Bhilwara,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0864,B0187,Wholesale,Chittorgarh Wholesale Buyer 51,Maize,75,Grade A,14.0,2520,Payment after quality acceptance,Chittorgarh,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0865,B0090,FPO,Jodhpur FPO Buyer 51,Wheat,300,Grade A,9.2,2800,Payment after quality acceptance,Jodhpur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0866,B0034,Retail Chain,Chittorgarh Retail Chain Buyer 42,Maize,300,FAQ,13.5,2020,Payment after quality acceptance,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0867,B0075,Processor,Udaipur Processor Buyer 19,Bajra,2000,FAQ,9.7,2710,Payment after quality acceptance,Udaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0868,B0202,Retail Chain,Chittorgarh Retail Chain Buyer 19,Onion,50,Medium,74.9,2930,T+7 days,Chittorgarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0869,B0014,FPO,Kota FPO Buyer 16,Wheat,500,Grade A,10.8,2420,T+1 day,Kota,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0870,B0078,Processor,Jaipur Processor Buyer 77,Maize,300,FAQ,13.0,2520,T+7 days,Jaipur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0871,B0162,Retail Chain,Nagaur Retail Chain Buyer 57,Tomato,300,B,87.0,2200,Immediate UPI/RTGS,Nagaur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0872,B0006,Wholesale,Bhilwara Wholesale Buyer 76,Tomato,750,B,87.8,1950,Payment after quality acceptance,Bhilwara,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0873,B0077,Exporter,Bikaner Exporter Buyer 74,Garlic,2000,Medium,67.3,9440,Immediate UPI/RTGS,Bikaner,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0874,B0210,Wholesale,Nagaur Wholesale Buyer 69,Garlic,300,Export,68.5,10690,30% advance + balance on delivery,Nagaur,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0875,B0178,Retail Chain,Bhilwara Retail Chain Buyer 24,Maize,75,FAQ,12.7,2660,T+3 days,Bhilwara,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0876,B0144,Processor,Udaipur Processor Buyer 33,Bajra,75,FAQ,9.3,2210,Immediate UPI/RTGS,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0877,B0064,Processor,Jodhpur Processor Buyer 39,Onion,1500,Small,74.8,1200,30% advance + balance on delivery,Jodhpur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0878,B0134,Wholesale,Ajmer Wholesale Buyer 46,Tomato,2000,A,89.1,2400,Payment after quality acceptance,Ajmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0879,B0035,Processor,Jaipur Processor Buyer 78,Maize,150,FAQ,12.8,2170,T+3 days,Jaipur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0880,B0103,FPO,Jodhpur FPO Buyer 59,Mustard,300,FAQ,7.8,5610,Payment after quality acceptance,Jodhpur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0881,B0183,Wholesale,Kota Wholesale Buyer 48,Maize,150,FAQ,12.3,2140,T+1 day,Kota,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0882,B0070,Exporter,Jaipur Exporter Buyer 16,Garlic,100,Export,67.3,5790,30% advance + balance on delivery,Jaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0883,B0070,Processor,Bhilwara Processor Buyer 19,Onion,200,Small,72.8,3190,Immediate UPI/RTGS,Bhilwara,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0884,B0135,Retail Chain,Kota Retail Chain Buyer 40,Garlic,50,Export,69.5,6790,T+7 days,Kota,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0885,B0044,FPO,Jodhpur FPO Buyer 41,Gram,50,Grade A,7.5,4920,Payment after quality acceptance,Jodhpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0886,B0183,Processor,Udaipur Processor Buyer 20,Tomato,25,A,87.4,3420,30% advance + balance on delivery,Udaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0887,B0174,Wholesale,Hanumangarh Wholesale Buyer 78,Wheat,200,Grade A,11.1,2510,T+1 day,Hanumangarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0888,B0184,FPO,Jodhpur FPO Buyer 30,Tomato,300,B,88.9,3460,Immediate UPI/RTGS,Jodhpur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0889,B0187,Processor,Nagaur Processor Buyer 31,Onion,50,Small,72.5,1390,Immediate UPI/RTGS,Nagaur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0890,B0188,Retail Chain,Barmer Retail Chain Buyer 18,Tomato,300,B,88.5,3400,Payment after quality acceptance,Barmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0891,B0183,Wholesale,Jaipur Wholesale Buyer 55,Garlic,2000,Export,68.6,5070,T+3 days,Jaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0892,B0045,Wholesale,Ajmer Wholesale Buyer 10,Tomato,750,B,89.5,1950,30% advance + balance on delivery,Ajmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0893,B0087,FPO,Bikaner FPO Buyer 32,Garlic,200,Export,69.6,6150,Immediate UPI/RTGS,Bikaner,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0894,B0146,FPO,Bharatpur FPO Buyer 51,Tomato,25,A,89.8,4030,Payment after quality acceptance,Bharatpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0895,B0092,Wholesale,Hanumangarh Wholesale Buyer 1,Tomato,500,B,88.0,1090,T+3 days,Hanumangarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0896,B0003,Wholesale,Hanumangarh Wholesale Buyer 13,Onion,300,Medium,73.5,2100,Immediate UPI/RTGS,Hanumangarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0897,B0197,Exporter,Kota Exporter Buyer 33,Garlic,25,Medium,68.4,6590,T+3 days,Kota,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0898,B0113,Processor,Hanumangarh Processor Buyer 57,Garlic,150,Medium,67.4,6110,Payment after quality acceptance,Hanumangarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0899,B0049,Retail Chain,Hanumangarh Retail Chain Buyer 37,Onion,100,Small,72.4,1480,T+7 days,Hanumangarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0900,B0031,Wholesale,Ajmer Wholesale Buyer 54,Wheat,500,Grade A,10.7,2540,Payment after quality acceptance,Ajmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0901,B0186,Wholesale,Barmer Wholesale Buyer 50,Onion,300,Small,72.3,2480,Immediate UPI/RTGS,Barmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0902,B0014,FPO,Ajmer FPO Buyer 44,Bajra,25,Clean,11.9,2400,Payment after quality acceptance,Ajmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0903,B0064,FPO,Bharatpur FPO Buyer 80,Tomato,50,A,89.2,2990,T+1 day,Bharatpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0904,B0171,FPO,Nagaur FPO Buyer 55,Mustard,2000,FAQ,6.4,5830,Immediate UPI/RTGS,Nagaur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0905,B0059,Wholesale,Nagaur Wholesale Buyer 16,Maize,1500,FAQ,12.2,2090,T+3 days,Nagaur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0906,B0014,Wholesale,Jaipur Wholesale Buyer 49,Garlic,50,Large,68.6,13850,Payment after quality acceptance,Jaipur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0907,B0110,Institutional,Sikar Institutional Buyer 7,Maize,25,Grade A,11.3,2550,T+3 days,Sikar,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0908,B0011,FPO,Alwar FPO Buyer 1,Garlic,25,Medium,69.0,6860,T+3 days,Alwar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0909,B0048,Exporter,Bharatpur Exporter Buyer 33,Tomato,50,B,88.1,3000,T+3 days,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0910,B0093,Wholesale,Bhilwara Wholesale Buyer 47,Wheat,75,Grade A,9.7,2620,T+3 days,Bhilwara,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0911,B0031,Processor,Hanumangarh Processor Buyer 6,Mustard,1500,FAQ,5.6,6740,T+7 days,Hanumangarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0912,B0185,Wholesale,Bharatpur Wholesale Buyer 20,Onion,100,Small,72.4,2560,T+7 days,Bharatpur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0913,B0031,FPO,Hanumangarh FPO Buyer 56,Onion,1500,Small,73.4,3030,30% advance + balance on delivery,Hanumangarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0914,B0012,FPO,Udaipur FPO Buyer 73,Bajra,75,FAQ,11.4,2470,Payment after quality acceptance,Udaipur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0915,B0043,Wholesale,Bhilwara Wholesale Buyer 57,Tomato,750,B,88.7,1180,T+7 days,Bhilwara,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0916,B0152,Processor,Ajmer Processor Buyer 2,Maize,1000,Grade A,12.5,2170,Payment after quality acceptance,Ajmer,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0917,B0142,Processor,Nagaur Processor Buyer 16,Gram,2000,FAQ,7.7,5480,30% advance + balance on delivery,Nagaur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0918,B0070,Processor,Bhilwara Processor Buyer 7,Wheat,150,FAQ,12.0,2370,T+1 day,Bhilwara,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0919,B0084,FPO,Bhilwara FPO Buyer 11,Wheat,1000,Grade A,11.2,2670,T+7 days,Bhilwara,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0920,B0092,Wholesale,Jaipur Wholesale Buyer 29,Onion,25,Large,74.9,3300,T+1 day,Jaipur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0921,B0161,Wholesale,Chittorgarh Wholesale Buyer 78,Mustard,300,FAQ,7.5,5850,T+1 day,Chittorgarh,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0922,B0115,Wholesale,Udaipur Wholesale Buyer 30,Maize,300,Grade A,12.1,2090,T+7 days,Udaipur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0923,B0146,Processor,Bikaner Processor Buyer 63,Bajra,75,FAQ,10.9,2340,Immediate UPI/RTGS,Bikaner,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0924,B0018,FPO,Nagaur FPO Buyer 19,Bajra,1000,FAQ,10.3,2340,T+7 days,Nagaur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0925,B0155,Wholesale,Chittorgarh Wholesale Buyer 13,Mustard,2000,Bold Seed,6.2,5230,Immediate UPI/RTGS,Chittorgarh,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0926,B0037,Processor,Ajmer Processor Buyer 77,Wheat,50,FAQ,11.4,2540,Immediate UPI/RTGS,Ajmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0927,B0123,Wholesale,Nagaur Wholesale Buyer 73,Onion,100,Medium,74.4,1550,T+3 days,Nagaur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0928,B0161,Processor,Alwar Processor Buyer 70,Bajra,2000,FAQ,9.1,2440,Immediate UPI/RTGS,Alwar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0929,B0001,Retail Chain,Jodhpur Retail Chain Buyer 29,Mustard,300,FAQ,5.7,5560,T+7 days,Jodhpur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0930,B0176,Exporter,Alwar Exporter Buyer 15,Gram,1500,Grade A,7.5,5780,Immediate UPI/RTGS,Alwar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0931,B0093,Processor,Sikar Processor Buyer 11,Gram,200,FAQ,8.8,5100,T+1 day,Sikar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0932,B0160,Institutional,Bhilwara Institutional Buyer 37,Bajra,1500,Clean,11.6,2480,T+3 days,Bhilwara,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0933,B0039,Exporter,Barmer Exporter Buyer 19,Gram,50,Grade A,7.4,4800,T+7 days,Barmer,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0934,B0038,Wholesale,Kota Wholesale Buyer 12,Mustard,2000,Bold Seed,8.0,5910,T+1 day,Kota,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0935,B0106,Institutional,Sikar Institutional Buyer 78,Onion,500,Large,73.0,2970,Payment after quality acceptance,Sikar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0936,B0137,Institutional,Jodhpur Institutional Buyer 69,Garlic,750,Medium,68.2,10040,30% advance + balance on delivery,Jodhpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0937,B0053,Processor,Chittorgarh Processor Buyer 3,Maize,200,Grade A,12.7,1900,T+1 day,Chittorgarh,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0938,B0118,Retail Chain,Sikar Retail Chain Buyer 19,Onion,75,Large,74.9,1950,T+7 days,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0939,B0097,Wholesale,Jaipur Wholesale Buyer 4,Maize,50,Grade A,12.1,2080,Payment after quality acceptance,Jaipur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0940,B0038,Wholesale,Nagaur Wholesale Buyer 47,Tomato,75,A,87.2,950,Immediate UPI/RTGS,Nagaur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0941,B0192,Processor,Barmer Processor Buyer 68,Bajra,2000,Clean,10.4,2270,Payment after quality acceptance,Barmer,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0942,B0155,Processor,Bharatpur Processor Buyer 23,Wheat,25,FAQ,9.0,2240,T+7 days,Bharatpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0943,B0109,Wholesale,Hanumangarh Wholesale Buyer 21,Gram,150,Grade A,9.9,5380,30% advance + balance on delivery,Hanumangarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0944,B0048,Wholesale,Sri Ganganagar Wholesale Buyer 72,Maize,100,FAQ,13.4,2400,T+7 days,Sri Ganganagar,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0945,B0096,FPO,Nagaur FPO Buyer 55,Garlic,25,Medium,67.8,13220,Immediate UPI/RTGS,Nagaur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0946,B0028,Processor,Jaipur Processor Buyer 9,Onion,75,Small,73.8,2580,T+3 days,Jaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0947,B0145,FPO,Alwar FPO Buyer 62,Wheat,1000,FAQ,9.1,2250,Immediate UPI/RTGS,Alwar,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0948,B0050,FPO,Barmer FPO Buyer 41,Onion,300,Medium,74.2,2480,T+1 day,Barmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0949,B0129,Retail Chain,Sri Ganganagar Retail Chain Buyer 20,Onion,750,Small,73.8,1450,T+7 days,Sri Ganganagar,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0950,B0161,Processor,Ajmer Processor Buyer 12,Gram,500,FAQ,9.7,5000,Payment after quality acceptance,Ajmer,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0951,B0197,Institutional,Jodhpur Institutional Buyer 44,Bajra,2000,Clean,11.4,2760,T+3 days,Jodhpur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0952,B0062,Retail Chain,Jaipur Retail Chain Buyer 27,Garlic,1500,Export,68.8,8960,T+1 day,Jaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0953,B0205,Processor,Barmer Processor Buyer 12,Mustard,150,Bold Seed,5.3,6600,T+3 days,Barmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0954,B0023,FPO,Kota FPO Buyer 10,Bajra,200,FAQ,11.1,2550,T+7 days,Kota,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0955,B0032,Retail Chain,Barmer Retail Chain Buyer 73,Gram,1500,Grade A,7.1,5150,T+3 days,Barmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0956,B0096,FPO,Bikaner FPO Buyer 11,Bajra,1000,Clean,10.5,2500,T+3 days,Bikaner,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0957,B0040,Retail Chain,Chittorgarh Retail Chain Buyer 14,Wheat,2000,Grade A,10.1,2210,30% advance + balance on delivery,Chittorgarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0958,B0090,Retail Chain,Sri Ganganagar Retail Chain Buyer 60,Maize,1500,Grade A,12.9,2010,T+7 days,Sri Ganganagar,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0959,B0052,Processor,Chittorgarh Processor Buyer 52,Bajra,300,Clean,9.2,2650,T+3 days,Chittorgarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0960,B0117,Wholesale,Chittorgarh Wholesale Buyer 5,Maize,50,FAQ,13.8,2250,T+1 day,Chittorgarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0961,B0098,Processor,Udaipur Processor Buyer 8,Onion,1000,Medium,74.4,3180,T+7 days,Udaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0962,B0070,Processor,Nagaur Processor Buyer 33,Maize,1500,FAQ,11.3,2440,Immediate UPI/RTGS,Nagaur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0963,B0135,Retail Chain,Bharatpur Retail Chain Buyer 28,Mustard,500,Bold Seed,5.6,6270,Immediate UPI/RTGS,Bharatpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0964,B0108,FPO,Barmer FPO Buyer 62,Onion,100,Medium,73.6,2090,T+1 day,Barmer,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0965,B0003,Wholesale,Hanumangarh Wholesale Buyer 72,Onion,300,Large,72.6,3300,Payment after quality acceptance,Hanumangarh,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0966,B0212,Exporter,Bhilwara Exporter Buyer 41,Onion,2000,Small,72.5,3100,T+7 days,Bhilwara,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0967,B0068,Retail Chain,Kota Retail Chain Buyer 67,Onion,1500,Large,72.0,2240,T+7 days,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0968,B0056,Exporter,Bhilwara Exporter Buyer 25,Tomato,50,B,89.1,980,T+1 day,Bhilwara,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0969,B0004,Processor,Sikar Processor Buyer 48,Maize,100,Grade A,11.0,2630,T+3 days,Sikar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0970,B0091,Exporter,Bhilwara Exporter Buyer 46,Tomato,300,B,88.6,2900,T+3 days,Bhilwara,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0971,B0042,FPO,Sri Ganganagar FPO Buyer 70,Tomato,750,B,88.1,3840,Payment after quality acceptance,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
